Chromosome,Chr_Position,,
Ca21chr5_C_albicans_SC5314,162587,3655,
Ca21chr5_C_albicans_SC5314,166242,1473,
Ca21chr5_C_albicans_SC5314,167715,21,
Ca21chr5_C_albicans_SC5314,167736,178,
Ca21chr5_C_albicans_SC5314,167914,4,
Ca21chr5_C_albicans_SC5314,167918,81,
Ca21chr5_C_albicans_SC5314,167999,23,
Ca21chr5_C_albicans_SC5314,168022,12,
Ca21chr5_C_albicans_SC5314,168034,166,
Ca21chr5_C_albicans_SC5314,168200,2155,
Ca21chr5_C_albicans_SC5314,170355,201,
Ca21chr5_C_albicans_SC5314,170556,237,
Ca21chr5_C_albicans_SC5314,170793,715,
Ca21chr5_C_albicans_SC5314,171508,11,
Ca21chr5_C_albicans_SC5314,171519,293,
Ca21chr5_C_albicans_SC5314,171812,693,
Ca21chr5_C_albicans_SC5314,172505,75,
Ca21chr5_C_albicans_SC5314,172580,1401,
Ca21chr5_C_albicans_SC5314,173981,601,
Ca21chr5_C_albicans_SC5314,174582,289,
Ca21chr5_C_albicans_SC5314,174871,296,
Ca21chr5_C_albicans_SC5314,175167,52,
Ca21chr5_C_albicans_SC5314,175219,38,
Ca21chr5_C_albicans_SC5314,175257,87,
Ca21chr5_C_albicans_SC5314,175344,35,
Ca21chr5_C_albicans_SC5314,175379,2867,
Ca21chr5_C_albicans_SC5314,178246,25,
Ca21chr5_C_albicans_SC5314,178271,1042,
Ca21chr5_C_albicans_SC5314,179313,2282,
Ca21chr5_C_albicans_SC5314,181595,292,
Ca21chr5_C_albicans_SC5314,181887,2,
Ca21chr5_C_albicans_SC5314,181889,1260,
Ca21chr5_C_albicans_SC5314,183149,345,
Ca21chr5_C_albicans_SC5314,183494,489,
Ca21chr5_C_albicans_SC5314,183983,718,
Ca21chr5_C_albicans_SC5314,184701,459,
Ca21chr5_C_albicans_SC5314,185160,30,
Ca21chr5_C_albicans_SC5314,185190,64,
Ca21chr5_C_albicans_SC5314,185254,990,
Ca21chr5_C_albicans_SC5314,186244,243,
Ca21chr5_C_albicans_SC5314,186487,345,
Ca21chr5_C_albicans_SC5314,186832,54,
Ca21chr5_C_albicans_SC5314,186886,2163,
Ca21chr5_C_albicans_SC5314,189049,148,
Ca21chr5_C_albicans_SC5314,189197,4,
Ca21chr5_C_albicans_SC5314,189201,512,
Ca21chr5_C_albicans_SC5314,189713,1216,
Ca21chr5_C_albicans_SC5314,190929,289,
Ca21chr5_C_albicans_SC5314,191218,34,
Ca21chr5_C_albicans_SC5314,191252,125,
Ca21chr5_C_albicans_SC5314,191377,4213,
Ca21chr5_C_albicans_SC5314,195590,1197,
Ca21chr5_C_albicans_SC5314,196787,1003,
Ca21chr5_C_albicans_SC5314,197790,4194,
Ca21chr5_C_albicans_SC5314,201984,168,
Ca21chr5_C_albicans_SC5314,202152,147,
Ca21chr5_C_albicans_SC5314,202299,652,
Ca21chr5_C_albicans_SC5314,202951,4985,
Ca21chr5_C_albicans_SC5314,207936,3292,
Ca21chr5_C_albicans_SC5314,211228,20,
Ca21chr5_C_albicans_SC5314,211248,820,
Ca21chr5_C_albicans_SC5314,212068,1471,
Ca21chr5_C_albicans_SC5314,213539,54,
Ca21chr5_C_albicans_SC5314,213593,413,
Ca21chr5_C_albicans_SC5314,214006,348,
Ca21chr5_C_albicans_SC5314,214354,65,
Ca21chr5_C_albicans_SC5314,214419,29,
Ca21chr5_C_albicans_SC5314,214448,224,
Ca21chr5_C_albicans_SC5314,214672,3,
Ca21chr5_C_albicans_SC5314,214675,342,
Ca21chr5_C_albicans_SC5314,215017,6,
Ca21chr5_C_albicans_SC5314,215023,5437,
Ca21chr5_C_albicans_SC5314,220460,1234,
Ca21chr5_C_albicans_SC5314,221694,279,
Ca21chr5_C_albicans_SC5314,221973,361,
Ca21chr5_C_albicans_SC5314,222334,490,
Ca21chr5_C_albicans_SC5314,222824,350,
Ca21chr5_C_albicans_SC5314,223174,350,
Ca21chr5_C_albicans_SC5314,223524,9,
Ca21chr5_C_albicans_SC5314,223533,229,
Ca21chr5_C_albicans_SC5314,223762,132,
Ca21chr5_C_albicans_SC5314,223894,427,
Ca21chr5_C_albicans_SC5314,224321,396,
Ca21chr5_C_albicans_SC5314,224717,1348,
Ca21chr5_C_albicans_SC5314,226065,24,
Ca21chr5_C_albicans_SC5314,226089,810,
Ca21chr5_C_albicans_SC5314,226899,114,
Ca21chr5_C_albicans_SC5314,227013,48,
Ca21chr5_C_albicans_SC5314,227061,129,
Ca21chr5_C_albicans_SC5314,227190,270,
Ca21chr5_C_albicans_SC5314,227460,923,
Ca21chr5_C_albicans_SC5314,228383,459,
Ca21chr5_C_albicans_SC5314,228842,39,
Ca21chr5_C_albicans_SC5314,228881,395,
Ca21chr5_C_albicans_SC5314,229276,1242,
Ca21chr5_C_albicans_SC5314,230518,689,
Ca21chr5_C_albicans_SC5314,231207,895,
Ca21chr5_C_albicans_SC5314,232102,786,
Ca21chr5_C_albicans_SC5314,232888,4365,
Ca21chr5_C_albicans_SC5314,237253,6757,
Ca21chr5_C_albicans_SC5314,244010,610,
Ca21chr5_C_albicans_SC5314,244620,206,
Ca21chr5_C_albicans_SC5314,244826,520,
Ca21chr5_C_albicans_SC5314,245346,56,
Ca21chr5_C_albicans_SC5314,245402,656,
Ca21chr5_C_albicans_SC5314,246058,157,
Ca21chr5_C_albicans_SC5314,246215,1684,
Ca21chr5_C_albicans_SC5314,247899,1278,
Ca21chr5_C_albicans_SC5314,249177,1210,
Ca21chr5_C_albicans_SC5314,250387,241,
Ca21chr5_C_albicans_SC5314,250628,221,
Ca21chr5_C_albicans_SC5314,250849,24,
Ca21chr5_C_albicans_SC5314,250873,18,
Ca21chr5_C_albicans_SC5314,250891,74,
Ca21chr5_C_albicans_SC5314,250965,364,
Ca21chr5_C_albicans_SC5314,251329,290,
Ca21chr5_C_albicans_SC5314,251619,151,
Ca21chr5_C_albicans_SC5314,251770,1018,
Ca21chr5_C_albicans_SC5314,252788,556,
Ca21chr5_C_albicans_SC5314,253344,668,
Ca21chr5_C_albicans_SC5314,254012,150,
Ca21chr5_C_albicans_SC5314,254162,2224,
Ca21chr5_C_albicans_SC5314,256386,47,
Ca21chr5_C_albicans_SC5314,256433,383,
Ca21chr5_C_albicans_SC5314,256816,516,
Ca21chr5_C_albicans_SC5314,257332,278,
Ca21chr5_C_albicans_SC5314,257610,652,
Ca21chr5_C_albicans_SC5314,258262,63,
Ca21chr5_C_albicans_SC5314,258325,84,
Ca21chr5_C_albicans_SC5314,258409,95,
Ca21chr5_C_albicans_SC5314,258504,497,
Ca21chr5_C_albicans_SC5314,259001,886,
Ca21chr5_C_albicans_SC5314,259887,332,
Ca21chr5_C_albicans_SC5314,260219,218,
Ca21chr5_C_albicans_SC5314,260437,186,
Ca21chr5_C_albicans_SC5314,260623,4046,
Ca21chr5_C_albicans_SC5314,264669,89,
Ca21chr5_C_albicans_SC5314,264758,516,
Ca21chr5_C_albicans_SC5314,265274,28,
Ca21chr5_C_albicans_SC5314,265302,2123,
Ca21chr5_C_albicans_SC5314,267425,4250,
Ca21chr5_C_albicans_SC5314,271675,30,
Ca21chr5_C_albicans_SC5314,271705,243,
Ca21chr5_C_albicans_SC5314,271948,764,
Ca21chr5_C_albicans_SC5314,272712,1414,
Ca21chr5_C_albicans_SC5314,274126,484,
Ca21chr5_C_albicans_SC5314,274610,837,
Ca21chr5_C_albicans_SC5314,275447,42,
Ca21chr5_C_albicans_SC5314,275489,461,
Ca21chr5_C_albicans_SC5314,275950,214,
Ca21chr5_C_albicans_SC5314,276164,1425,
Ca21chr5_C_albicans_SC5314,277589,174,
Ca21chr5_C_albicans_SC5314,277763,3,
Ca21chr5_C_albicans_SC5314,277766,156,
Ca21chr5_C_albicans_SC5314,277922,37,
Ca21chr5_C_albicans_SC5314,277959,211,
Ca21chr5_C_albicans_SC5314,278170,1239,
Ca21chr5_C_albicans_SC5314,279409,241,
Ca21chr5_C_albicans_SC5314,279650,1217,
Ca21chr5_C_albicans_SC5314,280867,1153,
Ca21chr5_C_albicans_SC5314,282020,42,
Ca21chr5_C_albicans_SC5314,282062,917,
Ca21chr5_C_albicans_SC5314,282979,40,
Ca21chr5_C_albicans_SC5314,283019,211,
Ca21chr5_C_albicans_SC5314,283230,11,
Ca21chr5_C_albicans_SC5314,283241,2600,
Ca21chr5_C_albicans_SC5314,285841,3,
Ca21chr5_C_albicans_SC5314,285844,552,
Ca21chr5_C_albicans_SC5314,286396,435,
Ca21chr5_C_albicans_SC5314,286831,111,
Ca21chr5_C_albicans_SC5314,286942,274,
Ca21chr5_C_albicans_SC5314,287216,1092,
Ca21chr5_C_albicans_SC5314,288308,74,
Ca21chr5_C_albicans_SC5314,288382,109,
Ca21chr5_C_albicans_SC5314,288491,66,
Ca21chr5_C_albicans_SC5314,288557,48,
Ca21chr5_C_albicans_SC5314,288605,1423,
Ca21chr5_C_albicans_SC5314,290028,155,
Ca21chr5_C_albicans_SC5314,290183,2631,
Ca21chr5_C_albicans_SC5314,292814,586,
Ca21chr5_C_albicans_SC5314,293400,23,
Ca21chr5_C_albicans_SC5314,293423,101,
Ca21chr5_C_albicans_SC5314,293524,4170,
Ca21chr5_C_albicans_SC5314,297694,74,
Ca21chr5_C_albicans_SC5314,297768,54,
Ca21chr5_C_albicans_SC5314,297822,2195,
Ca21chr5_C_albicans_SC5314,300017,177,
Ca21chr5_C_albicans_SC5314,300194,37,
Ca21chr5_C_albicans_SC5314,300231,842,
Ca21chr5_C_albicans_SC5314,301073,220,
Ca21chr5_C_albicans_SC5314,301293,1710,
Ca21chr5_C_albicans_SC5314,303003,575,
Ca21chr5_C_albicans_SC5314,303578,51,
Ca21chr5_C_albicans_SC5314,303629,459,
Ca21chr5_C_albicans_SC5314,304088,3,
Ca21chr5_C_albicans_SC5314,304091,129,
Ca21chr5_C_albicans_SC5314,304220,180,
Ca21chr5_C_albicans_SC5314,304400,1542,
Ca21chr5_C_albicans_SC5314,305942,310,
Ca21chr5_C_albicans_SC5314,306252,815,
Ca21chr5_C_albicans_SC5314,307067,117,
Ca21chr5_C_albicans_SC5314,307184,51,
Ca21chr5_C_albicans_SC5314,307235,389,
Ca21chr5_C_albicans_SC5314,307624,119,
Ca21chr5_C_albicans_SC5314,307743,158,
Ca21chr5_C_albicans_SC5314,307901,1253,
Ca21chr5_C_albicans_SC5314,309154,16,
Ca21chr5_C_albicans_SC5314,309170,122,
Ca21chr5_C_albicans_SC5314,309292,405,
Ca21chr5_C_albicans_SC5314,309697,18,
Ca21chr5_C_albicans_SC5314,309715,168,
Ca21chr5_C_albicans_SC5314,309883,522,
Ca21chr5_C_albicans_SC5314,310405,45,
Ca21chr5_C_albicans_SC5314,310450,593,
Ca21chr5_C_albicans_SC5314,311043,345,
Ca21chr5_C_albicans_SC5314,311388,237,
Ca21chr5_C_albicans_SC5314,311625,79,
Ca21chr5_C_albicans_SC5314,311704,16,
Ca21chr5_C_albicans_SC5314,311720,391,
Ca21chr5_C_albicans_SC5314,312111,368,
Ca21chr5_C_albicans_SC5314,312479,15,
Ca21chr5_C_albicans_SC5314,312494,24,
Ca21chr5_C_albicans_SC5314,312518,454,
Ca21chr5_C_albicans_SC5314,312972,341,
Ca21chr5_C_albicans_SC5314,313313,321,
Ca21chr5_C_albicans_SC5314,313634,384,
Ca21chr5_C_albicans_SC5314,314018,42,
Ca21chr5_C_albicans_SC5314,314060,2233,
Ca21chr5_C_albicans_SC5314,316293,42,
Ca21chr5_C_albicans_SC5314,316335,1094,
Ca21chr5_C_albicans_SC5314,317429,7,
Ca21chr5_C_albicans_SC5314,317436,1750,
Ca21chr5_C_albicans_SC5314,319186,84,
Ca21chr5_C_albicans_SC5314,319270,183,
Ca21chr5_C_albicans_SC5314,319453,5072,
Ca21chr5_C_albicans_SC5314,324525,2286,
Ca21chr5_C_albicans_SC5314,326811,3827,
Ca21chr5_C_albicans_SC5314,330638,2974,
Ca21chr5_C_albicans_SC5314,333612,1975,
Ca21chr5_C_albicans_SC5314,335587,568,
Ca21chr5_C_albicans_SC5314,336155,93,
Ca21chr5_C_albicans_SC5314,336248,219,
Ca21chr5_C_albicans_SC5314,336467,10,
Ca21chr5_C_albicans_SC5314,336477,1244,
Ca21chr5_C_albicans_SC5314,337721,36,
Ca21chr5_C_albicans_SC5314,337757,1630,
Ca21chr5_C_albicans_SC5314,339387,600,
Ca21chr5_C_albicans_SC5314,339987,439,
Ca21chr5_C_albicans_SC5314,340426,9,
Ca21chr5_C_albicans_SC5314,340435,1190,
Ca21chr5_C_albicans_SC5314,341625,624,
Ca21chr5_C_albicans_SC5314,342249,73,
Ca21chr5_C_albicans_SC5314,342322,486,
Ca21chr5_C_albicans_SC5314,342808,1201,
Ca21chr5_C_albicans_SC5314,344009,1296,
Ca21chr5_C_albicans_SC5314,345305,841,
Ca21chr5_C_albicans_SC5314,346146,12,
Ca21chr5_C_albicans_SC5314,346158,96,
Ca21chr5_C_albicans_SC5314,346254,1989,
Ca21chr5_C_albicans_SC5314,348243,435,
Ca21chr5_C_albicans_SC5314,348678,441,
Ca21chr5_C_albicans_SC5314,349119,865,
Ca21chr5_C_albicans_SC5314,349984,2227,
Ca21chr5_C_albicans_SC5314,352211,3783,
Ca21chr5_C_albicans_SC5314,355994,21,
Ca21chr5_C_albicans_SC5314,356015,2078,
Ca21chr5_C_albicans_SC5314,358093,109,
Ca21chr5_C_albicans_SC5314,358202,14,
Ca21chr5_C_albicans_SC5314,358216,398,
Ca21chr5_C_albicans_SC5314,358614,376,
Ca21chr5_C_albicans_SC5314,358990,439,
Ca21chr5_C_albicans_SC5314,359429,757,
Ca21chr5_C_albicans_SC5314,360186,2489,
Ca21chr5_C_albicans_SC5314,362675,412,
Ca21chr5_C_albicans_SC5314,363087,10649,
Ca21chr5_C_albicans_SC5314,373736,3316,
Ca21chr5_C_albicans_SC5314,377052,866,
Ca21chr5_C_albicans_SC5314,377918,113,
Ca21chr5_C_albicans_SC5314,378031,1989,
Ca21chr5_C_albicans_SC5314,380020,1381,
Ca21chr5_C_albicans_SC5314,381401,4342,
Ca21chr5_C_albicans_SC5314,385743,816,
Ca21chr5_C_albicans_SC5314,386559,157,
Ca21chr5_C_albicans_SC5314,386716,98,
Ca21chr5_C_albicans_SC5314,386814,421,
Ca21chr5_C_albicans_SC5314,387235,6,
Ca21chr5_C_albicans_SC5314,387241,2847,
Ca21chr5_C_albicans_SC5314,390088,360,
Ca21chr5_C_albicans_SC5314,390448,1756,
Ca21chr5_C_albicans_SC5314,392204,374,
Ca21chr5_C_albicans_SC5314,392578,74,
Ca21chr5_C_albicans_SC5314,392652,11763,
Ca21chr5_C_albicans_SC5314,404415,226,
Ca21chr5_C_albicans_SC5314,404641,4,
Ca21chr5_C_albicans_SC5314,404645,267,
Ca21chr5_C_albicans_SC5314,404912,281,
Ca21chr5_C_albicans_SC5314,405193,277,
Ca21chr5_C_albicans_SC5314,405470,872,
Ca21chr5_C_albicans_SC5314,406342,631,
Ca21chr5_C_albicans_SC5314,406973,101,
Ca21chr5_C_albicans_SC5314,407074,2527,
Ca21chr5_C_albicans_SC5314,409601,88,
Ca21chr5_C_albicans_SC5314,409689,1568,
Ca21chr5_C_albicans_SC5314,411257,5084,
Ca21chr5_C_albicans_SC5314,416341,11389,
Ca21chr5_C_albicans_SC5314,427730,161,
Ca21chr5_C_albicans_SC5314,427891,757,
Ca21chr5_C_albicans_SC5314,428648,466,
Ca21chr5_C_albicans_SC5314,429114,10602,
Ca21chr5_C_albicans_SC5314,439716,5631,
Ca21chr5_C_albicans_SC5314,445347,21,
Ca21chr5_C_albicans_SC5314,445368,4674,
Ca21chr5_C_albicans_SC5314,450042,1876,
Ca21chr5_C_albicans_SC5314,451918,100,
Ca21chr5_C_albicans_SC5314,452018,2928,
Ca21chr5_C_albicans_SC5314,454946,918,
Ca21chr5_C_albicans_SC5314,455864,2928,
Ca21chr5_C_albicans_SC5314,458792,6843,
Ca21chr5_C_albicans_SC5314,465635,13,
Ca21chr5_C_albicans_SC5314,465648,497,
Ca21chr5_C_albicans_SC5314,466145,4984,
Ca21chr5_C_albicans_SC5314,471129,44,
Ca21chr5_C_albicans_SC5314,471173,201,
Ca21chr5_C_albicans_SC5314,471374,171,
Ca21chr5_C_albicans_SC5314,471545,162,
Ca21chr5_C_albicans_SC5314,471707,10394,
Ca21chr5_C_albicans_SC5314,482101,10,
Ca21chr5_C_albicans_SC5314,482111,166,
Ca21chr5_C_albicans_SC5314,482277,799,
Ca21chr5_C_albicans_SC5314,483076,318,
Ca21chr5_C_albicans_SC5314,483394,285,
Ca21chr5_C_albicans_SC5314,483679,1203,
Ca21chr5_C_albicans_SC5314,484882,18,
Ca21chr5_C_albicans_SC5314,484900,633,
Ca21chr5_C_albicans_SC5314,485533,336,
Ca21chr5_C_albicans_SC5314,485869,2780,
Ca21chr5_C_albicans_SC5314,488649,66,
Ca21chr5_C_albicans_SC5314,488715,137,
Ca21chr5_C_albicans_SC5314,488852,23,
Ca21chr5_C_albicans_SC5314,488875,5260,
Ca21chr5_C_albicans_SC5314,494135,205,
Ca21chr5_C_albicans_SC5314,494340,1990,
Ca21chr5_C_albicans_SC5314,496330,271,
Ca21chr5_C_albicans_SC5314,496601,806,
Ca21chr5_C_albicans_SC5314,497407,9737,
Ca21chr5_C_albicans_SC5314,507144,323,
Ca21chr5_C_albicans_SC5314,507467,6893,
Ca21chr5_C_albicans_SC5314,514360,438,
Ca21chr5_C_albicans_SC5314,514798,1756,
Ca21chr5_C_albicans_SC5314,516554,660,
Ca21chr5_C_albicans_SC5314,517214,1002,
Ca21chr5_C_albicans_SC5314,518216,1295,
Ca21chr5_C_albicans_SC5314,519511,1782,
Ca21chr5_C_albicans_SC5314,521293,421,
Ca21chr5_C_albicans_SC5314,521714,1530,
Ca21chr5_C_albicans_SC5314,523244,428,
Ca21chr5_C_albicans_SC5314,523672,774,
Ca21chr5_C_albicans_SC5314,524446,2585,
Ca21chr5_C_albicans_SC5314,527031,2078,
Ca21chr5_C_albicans_SC5314,529109,2011,
Ca21chr5_C_albicans_SC5314,531120,3,
Ca21chr5_C_albicans_SC5314,531123,476,
Ca21chr5_C_albicans_SC5314,531599,5431,
Ca21chr5_C_albicans_SC5314,537030,100,
Ca21chr5_C_albicans_SC5314,537130,134,
Ca21chr5_C_albicans_SC5314,537264,2041,
Ca21chr5_C_albicans_SC5314,539305,1218,
Ca21chr5_C_albicans_SC5314,540523,24,
Ca21chr5_C_albicans_SC5314,540547,335,
Ca21chr5_C_albicans_SC5314,540882,346,
Ca21chr5_C_albicans_SC5314,541228,9229,
Ca21chr5_C_albicans_SC5314,550457,564,
Ca21chr5_C_albicans_SC5314,551021,2560,
Ca21chr5_C_albicans_SC5314,553581,1366,
Ca21chr5_C_albicans_SC5314,554947,1490,
Ca21chr5_C_albicans_SC5314,556437,966,
Ca21chr5_C_albicans_SC5314,557403,829,
Ca21chr5_C_albicans_SC5314,558232,1239,
Ca21chr5_C_albicans_SC5314,559471,489,
Ca21chr5_C_albicans_SC5314,559960,6,
Ca21chr5_C_albicans_SC5314,559966,336,
Ca21chr5_C_albicans_SC5314,560302,27,
Ca21chr5_C_albicans_SC5314,560329,93,
Ca21chr5_C_albicans_SC5314,560422,6923,
Ca21chr5_C_albicans_SC5314,567345,10066,
Ca21chr5_C_albicans_SC5314,577411,109,
Ca21chr5_C_albicans_SC5314,577520,247,
Ca21chr5_C_albicans_SC5314,577767,514,
Ca21chr5_C_albicans_SC5314,578281,1318,
Ca21chr5_C_albicans_SC5314,579599,111,
Ca21chr5_C_albicans_SC5314,579710,813,
Ca21chr5_C_albicans_SC5314,580523,241,
Ca21chr5_C_albicans_SC5314,580764,123,
Ca21chr5_C_albicans_SC5314,580887,648,
Ca21chr5_C_albicans_SC5314,581535,816,
Ca21chr5_C_albicans_SC5314,582351,341,
Ca21chr5_C_albicans_SC5314,582692,92,
Ca21chr5_C_albicans_SC5314,582784,776,
Ca21chr5_C_albicans_SC5314,583560,572,
Ca21chr5_C_albicans_SC5314,584132,122,
Ca21chr5_C_albicans_SC5314,584254,558,
Ca21chr5_C_albicans_SC5314,584812,1167,
Ca21chr5_C_albicans_SC5314,585979,630,
Ca21chr5_C_albicans_SC5314,586609,27,
Ca21chr5_C_albicans_SC5314,586636,223,
Ca21chr5_C_albicans_SC5314,586859,2,
Ca21chr5_C_albicans_SC5314,586861,2171,
Ca21chr5_C_albicans_SC5314,589032,319,
Ca21chr5_C_albicans_SC5314,589351,95,
Ca21chr5_C_albicans_SC5314,589446,519,
Ca21chr5_C_albicans_SC5314,589965,396,
Ca21chr5_C_albicans_SC5314,590361,36,
Ca21chr5_C_albicans_SC5314,590397,119,
Ca21chr5_C_albicans_SC5314,590516,1183,
Ca21chr5_C_albicans_SC5314,591699,5196,
Ca21chr5_C_albicans_SC5314,596895,2513,
Ca21chr5_C_albicans_SC5314,599408,449,
Ca21chr5_C_albicans_SC5314,599857,152,
Ca21chr5_C_albicans_SC5314,600009,42,
Ca21chr5_C_albicans_SC5314,600051,573,
Ca21chr5_C_albicans_SC5314,600624,133,
Ca21chr5_C_albicans_SC5314,600757,3827,
Ca21chr5_C_albicans_SC5314,604584,137,
Ca21chr5_C_albicans_SC5314,604721,3190,
Ca21chr5_C_albicans_SC5314,607911,3772,
Ca21chr5_C_albicans_SC5314,611683,2196,
Ca21chr5_C_albicans_SC5314,613879,5493,
Ca21chr5_C_albicans_SC5314,619372,799,
Ca21chr5_C_albicans_SC5314,620171,637,
Ca21chr5_C_albicans_SC5314,620808,6438,
Ca21chr5_C_albicans_SC5314,627246,1381,
Ca21chr5_C_albicans_SC5314,628627,1053,
Ca21chr5_C_albicans_SC5314,629680,1451,
Ca21chr5_C_albicans_SC5314,631131,963,
Ca21chr5_C_albicans_SC5314,632094,989,
Ca21chr5_C_albicans_SC5314,633083,532,
Ca21chr5_C_albicans_SC5314,633615,122,
Ca21chr5_C_albicans_SC5314,633737,790,
Ca21chr5_C_albicans_SC5314,634527,16,
Ca21chr5_C_albicans_SC5314,634543,689,
Ca21chr5_C_albicans_SC5314,635232,603,
Ca21chr5_C_albicans_SC5314,635835,8835,
Ca21chr5_C_albicans_SC5314,644670,1794,
Ca21chr5_C_albicans_SC5314,646464,1418,
Ca21chr5_C_albicans_SC5314,647882,3273,
Ca21chr5_C_albicans_SC5314,651155,7920,
Ca21chr5_C_albicans_SC5314,659075,5530,
Ca21chr5_C_albicans_SC5314,664605,429,
Ca21chr5_C_albicans_SC5314,665034,21,
Ca21chr5_C_albicans_SC5314,665055,172,
Ca21chr5_C_albicans_SC5314,665227,1022,
Ca21chr5_C_albicans_SC5314,666249,2164,
Ca21chr5_C_albicans_SC5314,668413,1578,
Ca21chr5_C_albicans_SC5314,669991,399,
Ca21chr5_C_albicans_SC5314,670390,73,
Ca21chr5_C_albicans_SC5314,670463,491,
Ca21chr5_C_albicans_SC5314,670954,475,
Ca21chr5_C_albicans_SC5314,671429,18,
Ca21chr5_C_albicans_SC5314,671447,471,
Ca21chr5_C_albicans_SC5314,671918,327,
Ca21chr5_C_albicans_SC5314,672245,330,
Ca21chr5_C_albicans_SC5314,672575,2867,
Ca21chr5_C_albicans_SC5314,675442,106,
Ca21chr5_C_albicans_SC5314,675548,54,
Ca21chr5_C_albicans_SC5314,675602,478,
Ca21chr5_C_albicans_SC5314,676080,500,
Ca21chr5_C_albicans_SC5314,676580,726,
Ca21chr5_C_albicans_SC5314,677306,190,
Ca21chr5_C_albicans_SC5314,677496,2941,
Ca21chr5_C_albicans_SC5314,680437,6771,
Ca21chr5_C_albicans_SC5314,687208,1490,
Ca21chr5_C_albicans_SC5314,688698,51,
Ca21chr5_C_albicans_SC5314,688749,12,
Ca21chr5_C_albicans_SC5314,688761,566,
Ca21chr5_C_albicans_SC5314,689327,117,
Ca21chr5_C_albicans_SC5314,689444,7,
Ca21chr5_C_albicans_SC5314,689451,158,
Ca21chr5_C_albicans_SC5314,689609,1816,
Ca21chr5_C_albicans_SC5314,691425,1336,
Ca21chr5_C_albicans_SC5314,692761,270,
Ca21chr5_C_albicans_SC5314,693031,5315,
Ca21chr5_C_albicans_SC5314,698346,133,
Ca21chr5_C_albicans_SC5314,698479,376,
Ca21chr5_C_albicans_SC5314,698855,1706,
Ca21chr5_C_albicans_SC5314,700561,1150,
Ca21chr5_C_albicans_SC5314,701711,2142,
Ca21chr5_C_albicans_SC5314,703853,11,
Ca21chr5_C_albicans_SC5314,703864,376,
Ca21chr5_C_albicans_SC5314,704240,1064,
Ca21chr5_C_albicans_SC5314,705304,1118,
Ca21chr5_C_albicans_SC5314,706422,5738,
Ca21chr5_C_albicans_SC5314,712160,277,
Ca21chr5_C_albicans_SC5314,712437,1860,
Ca21chr5_C_albicans_SC5314,714297,741,
Ca21chr5_C_albicans_SC5314,715038,3072,
Ca21chr5_C_albicans_SC5314,718110,3608,
Ca21chr5_C_albicans_SC5314,721718,10,
Ca21chr5_C_albicans_SC5314,721728,956,
Ca21chr5_C_albicans_SC5314,722684,12853,
Ca21chr5_C_albicans_SC5314,735537,669,
Ca21chr5_C_albicans_SC5314,736206,421,
Ca21chr5_C_albicans_SC5314,736627,28,
Ca21chr5_C_albicans_SC5314,736655,585,
Ca21chr5_C_albicans_SC5314,737240,2073,
Ca21chr5_C_albicans_SC5314,739313,101,
Ca21chr5_C_albicans_SC5314,739414,109,
Ca21chr5_C_albicans_SC5314,739523,138,
Ca21chr5_C_albicans_SC5314,739661,2060,
Ca21chr5_C_albicans_SC5314,741721,19,
Ca21chr5_C_albicans_SC5314,741740,4038,
Ca21chr5_C_albicans_SC5314,745778,5453,
Ca21chr5_C_albicans_SC5314,751231,37,
Ca21chr5_C_albicans_SC5314,751268,81,
Ca21chr5_C_albicans_SC5314,751349,3204,
Ca21chr5_C_albicans_SC5314,754553,320,
Ca21chr5_C_albicans_SC5314,754873,2128,
Ca21chr5_C_albicans_SC5314,757001,867,
Ca21chr5_C_albicans_SC5314,757868,261,
Ca21chr5_C_albicans_SC5314,758129,261,
Ca21chr5_C_albicans_SC5314,758390,150,
Ca21chr5_C_albicans_SC5314,758540,498,
Ca21chr5_C_albicans_SC5314,759038,89,
Ca21chr5_C_albicans_SC5314,759127,1304,
Ca21chr5_C_albicans_SC5314,760431,96,
Ca21chr5_C_albicans_SC5314,760527,547,
Ca21chr5_C_albicans_SC5314,761074,9,
Ca21chr5_C_albicans_SC5314,761083,1693,
Ca21chr5_C_albicans_SC5314,762776,99,
Ca21chr5_C_albicans_SC5314,762875,644,
Ca21chr5_C_albicans_SC5314,763519,98,
Ca21chr5_C_albicans_SC5314,763617,33,
Ca21chr5_C_albicans_SC5314,763650,132,
Ca21chr5_C_albicans_SC5314,763782,543,
Ca21chr5_C_albicans_SC5314,764325,810,
Ca21chr5_C_albicans_SC5314,765135,786,
Ca21chr5_C_albicans_SC5314,765921,279,
Ca21chr5_C_albicans_SC5314,766200,54,
Ca21chr5_C_albicans_SC5314,766254,1832,
Ca21chr5_C_albicans_SC5314,768086,376,
Ca21chr5_C_albicans_SC5314,768462,371,
Ca21chr5_C_albicans_SC5314,768833,87,
Ca21chr5_C_albicans_SC5314,768920,100,
Ca21chr5_C_albicans_SC5314,769020,232,
Ca21chr5_C_albicans_SC5314,769252,898,
Ca21chr5_C_albicans_SC5314,770150,43,
Ca21chr5_C_albicans_SC5314,770193,191,
Ca21chr5_C_albicans_SC5314,770384,1290,
Ca21chr5_C_albicans_SC5314,771674,1472,
Ca21chr5_C_albicans_SC5314,773146,2811,
Ca21chr5_C_albicans_SC5314,775957,194,
Ca21chr5_C_albicans_SC5314,776151,655,
Ca21chr5_C_albicans_SC5314,776806,1209,
