Sample Name, Recombined Chromosome, Recombination Start Site (bp),, Recombination Event Length (bp),
MAY154.GT,Ca21chrR_C_albicans_SC5314,1419514,Ca21chrR_C_albicans_SC5314:1419514,6744,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1419514,Ca21chrR_C_albicans_SC5314:1419514,6744,
MAY156.GT,Ca21chrR_C_albicans_SC5314,1419514,Ca21chrR_C_albicans_SC5314:1419514,6744,
MAY157.GT,Ca21chrR_C_albicans_SC5314,1419514,Ca21chrR_C_albicans_SC5314:1419514,6744,
MAY158.GT,Ca21chrR_C_albicans_SC5314,1419514,Ca21chrR_C_albicans_SC5314:1419514,6744,
MAY158.GT,Ca21chr4_C_albicans_SC5314,790673,Ca21chr4_C_albicans_SC5314:790673,6857,
MAY157.GT,Ca21chrR_C_albicans_SC5314,1090159,Ca21chrR_C_albicans_SC5314:1090159,6899,
MAY154.GT,Ca21chr7_C_albicans_SC5314,566763,Ca21chr7_C_albicans_SC5314:566763,6903,
MAY155.GT,Ca21chr7_C_albicans_SC5314,566763,Ca21chr7_C_albicans_SC5314:566763,6903,
MAY155.GT,Ca21chr7_C_albicans_SC5314,322773,Ca21chr7_C_albicans_SC5314:322773,6918,
MAY156.GT,Ca21chr7_C_albicans_SC5314,322773,Ca21chr7_C_albicans_SC5314:322773,6918,
MAY156.GT,Ca21chr1_C_albicans_SC5314,1263272,Ca21chr1_C_albicans_SC5314:1263272,7012,
MAY157.GT,Ca21chr1_C_albicans_SC5314,1263272,Ca21chr1_C_albicans_SC5314:1263272,7012,
MAY158.GT,Ca21chr1_C_albicans_SC5314,1263272,Ca21chr1_C_albicans_SC5314:1263272,7012,
MAY155.GT,Ca21chrR_C_albicans_SC5314,7075,Ca21chrR_C_albicans_SC5314:7075,7075,
MAY157.GT,Ca21chr1_C_albicans_SC5314,843499,Ca21chr1_C_albicans_SC5314:843499,7101,
MAY154.GT,Ca21chr6_C_albicans_SC5314,207249,Ca21chr6_C_albicans_SC5314:207249,7141,
MAY155.GT,Ca21chr6_C_albicans_SC5314,207249,Ca21chr6_C_albicans_SC5314:207249,7141,
MAY156.GT,Ca21chr6_C_albicans_SC5314,207249,Ca21chr6_C_albicans_SC5314:207249,7141,
MAY156.GT,Ca21chrR_C_albicans_SC5314,2056435,Ca21chrR_C_albicans_SC5314:2056435,7166,
MAY158.GT,Ca21chr6_C_albicans_SC5314,972001,Ca21chr6_C_albicans_SC5314:972001,7191,
MAY158.GT,Ca21chr1_C_albicans_SC5314,1661509,Ca21chr1_C_albicans_SC5314:1661509,7335,
MAY157.GT,Ca21chr1_C_albicans_SC5314,850910,Ca21chr1_C_albicans_SC5314:850910,7411,
MAY157.GT,Ca21chr6_C_albicans_SC5314,586872,Ca21chr6_C_albicans_SC5314:586872,7412,
MAY155.GT,Ca21chr1_C_albicans_SC5314,1651248,Ca21chr1_C_albicans_SC5314:1651248,7423,
MAY157.GT,Ca21chr1_C_albicans_SC5314,1651248,Ca21chr1_C_albicans_SC5314:1651248,7423,
MAY154.GT,Ca21chr3_C_albicans_SC5314,519047,Ca21chr3_C_albicans_SC5314:519047,7556,
MAY154.GT,Ca21chrR_C_albicans_SC5314,1478201,Ca21chrR_C_albicans_SC5314:1478201,7578,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1478201,Ca21chrR_C_albicans_SC5314:1478201,7578,
MAY157.GT,Ca21chr3_C_albicans_SC5314,552002,Ca21chr3_C_albicans_SC5314:552002,7595,
MAY157.GT,Ca21chrR_C_albicans_SC5314,19437,Ca21chrR_C_albicans_SC5314:19437,7640,
MAY157.GT,Ca21chr1_C_albicans_SC5314,2227676,Ca21chr1_C_albicans_SC5314:2227676,7744,
MAY155.GT,Ca21chr2_C_albicans_SC5314,1986382,Ca21chr2_C_albicans_SC5314:1986382,7791,
MAY158.GT,Ca21chr2_C_albicans_SC5314,1986382,Ca21chr2_C_albicans_SC5314:1986382,7791,
MAY154.GT,Ca21chr2_C_albicans_SC5314,1986335,Ca21chr2_C_albicans_SC5314:1986335,7838,
MAY156.GT,Ca21chr2_C_albicans_SC5314,1986335,Ca21chr2_C_albicans_SC5314:1986335,7838,
MAY158.GT,Ca21chr2_C_albicans_SC5314,991226,Ca21chr2_C_albicans_SC5314:991226,7889,
MAY157.GT,Ca21chr6_C_albicans_SC5314,579329,Ca21chr6_C_albicans_SC5314:579329,7969,
MAY158.GT,Ca21chr4_C_albicans_SC5314,1439678,Ca21chr4_C_albicans_SC5314:1439678,7979,
MAY155.GT,Ca21chr1_C_albicans_SC5314,1642889,Ca21chr1_C_albicans_SC5314:1642889,8103,
MAY157.GT,Ca21chr1_C_albicans_SC5314,1642889,Ca21chr1_C_albicans_SC5314:1642889,8103,
MAY157.GT,Ca21chr3_C_albicans_SC5314,564745,Ca21chr3_C_albicans_SC5314:564745,8107,
MAY154.GT,Ca21chr1_C_albicans_SC5314,2227236,Ca21chr1_C_albicans_SC5314:2227236,8184,
MAY155.GT,Ca21chr1_C_albicans_SC5314,2227236,Ca21chr1_C_albicans_SC5314:2227236,8184,
MAY154.GT,Ca21chr1_C_albicans_SC5314,2282954,Ca21chr1_C_albicans_SC5314:2282954,8208,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1377872,Ca21chrR_C_albicans_SC5314:1377872,8264,
MAY155.GT,Ca21chrR_C_albicans_SC5314,605587,Ca21chrR_C_albicans_SC5314:605587,8315,
MAY157.GT,Ca21chrR_C_albicans_SC5314,605587,Ca21chrR_C_albicans_SC5314:605587,8315,
MAY158.GT,Ca21chrR_C_albicans_SC5314,605587,Ca21chrR_C_albicans_SC5314:605587,8315,
MAY157.GT,Ca21chr1_C_albicans_SC5314,819757,Ca21chr1_C_albicans_SC5314:819757,8435,
MAY158.GT,Ca21chr6_C_albicans_SC5314,798589,Ca21chr6_C_albicans_SC5314:798589,8458,
MAY154.GT,Ca21chrR_C_albicans_SC5314,560665,Ca21chrR_C_albicans_SC5314:560665,8465,
MAY155.GT,Ca21chrR_C_albicans_SC5314,560665,Ca21chrR_C_albicans_SC5314:560665,8465,
MAY156.GT,Ca21chrR_C_albicans_SC5314,560665,Ca21chrR_C_albicans_SC5314:560665,8465,
MAY158.GT,Ca21chrR_C_albicans_SC5314,560665,Ca21chrR_C_albicans_SC5314:560665,8465,
MAY154.GT,Ca21chr3_C_albicans_SC5314,1209329,Ca21chr3_C_albicans_SC5314:1209329,8525,
MAY155.GT,Ca21chr3_C_albicans_SC5314,1209329,Ca21chr3_C_albicans_SC5314:1209329,8525,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1405098,Ca21chrR_C_albicans_SC5314:1405098,8545,
MAY156.GT,Ca21chrR_C_albicans_SC5314,1405098,Ca21chrR_C_albicans_SC5314:1405098,8545,
MAY157.GT,Ca21chrR_C_albicans_SC5314,8551,Ca21chrR_C_albicans_SC5314:8551,8551,
MAY154.GT,Ca21chr3_C_albicans_SC5314,509079,Ca21chr3_C_albicans_SC5314:509079,8562,
MAY155.GT,Ca21chr3_C_albicans_SC5314,509079,Ca21chr3_C_albicans_SC5314:509079,8562,
MAY156.GT,Ca21chr3_C_albicans_SC5314,509079,Ca21chr3_C_albicans_SC5314:509079,8562,
MAY157.GT,Ca21chr6_C_albicans_SC5314,666155,Ca21chr6_C_albicans_SC5314:666155,8564,
MAY158.GT,Ca21chr2_C_albicans_SC5314,917240,Ca21chr2_C_albicans_SC5314:917240,8575,
MAY154.GT,Ca21chr6_C_albicans_SC5314,798707,Ca21chr6_C_albicans_SC5314:798707,8576,
MAY156.GT,Ca21chr6_C_albicans_SC5314,798707,Ca21chr6_C_albicans_SC5314:798707,8576,
MAY158.GT,Ca21chr5_C_albicans_SC5314,889997,Ca21chr5_C_albicans_SC5314:889997,8591,
MAY154.GT,Ca21chr1_C_albicans_SC5314,1244381,Ca21chr1_C_albicans_SC5314:1244381,8665,
MAY155.GT,Ca21chr1_C_albicans_SC5314,1244381,Ca21chr1_C_albicans_SC5314:1244381,8665,
MAY156.GT,Ca21chr1_C_albicans_SC5314,1244381,Ca21chr1_C_albicans_SC5314:1244381,8665,
MAY155.GT,Ca21chr6_C_albicans_SC5314,798808,Ca21chr6_C_albicans_SC5314:798808,8677,
MAY157.GT,Ca21chr6_C_albicans_SC5314,798808,Ca21chr6_C_albicans_SC5314:798808,8677,
MAY158.GT,Ca21chr2_C_albicans_SC5314,1316401,Ca21chr2_C_albicans_SC5314:1316401,8677,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1393544,Ca21chrR_C_albicans_SC5314:1393544,8733,
MAY156.GT,Ca21chrR_C_albicans_SC5314,1393544,Ca21chrR_C_albicans_SC5314:1393544,8733,
MAY155.GT,Ca21chr3_C_albicans_SC5314,1498166,Ca21chr3_C_albicans_SC5314:1498166,8752,
MAY155.GT,Ca21chr1_C_albicans_SC5314,2616650,Ca21chr1_C_albicans_SC5314:2616650,8801,
MAY158.GT,Ca21chr2_C_albicans_SC5314,1333102,Ca21chr2_C_albicans_SC5314:1333102,8843,
MAY158.GT,Ca21chr4_C_albicans_SC5314,714500,Ca21chr4_C_albicans_SC5314:714500,8886,
MAY154.GT,Ca21chrR_C_albicans_SC5314,2023221,Ca21chrR_C_albicans_SC5314:2023221,8887,
MAY154.GT,Ca21chrR_C_albicans_SC5314,2032711,Ca21chrR_C_albicans_SC5314:2032711,8906,
MAY156.GT,Ca21chr2_C_albicans_SC5314,1670024,Ca21chr2_C_albicans_SC5314:1670024,8918,
MAY154.GT,Ca21chrR_C_albicans_SC5314,1335196,Ca21chrR_C_albicans_SC5314:1335196,8925,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1335196,Ca21chrR_C_albicans_SC5314:1335196,8925,
MAY156.GT,Ca21chrR_C_albicans_SC5314,1335196,Ca21chrR_C_albicans_SC5314:1335196,8925,
MAY157.GT,Ca21chrR_C_albicans_SC5314,1335196,Ca21chrR_C_albicans_SC5314:1335196,8925,
MAY158.GT,Ca21chrR_C_albicans_SC5314,1335196,Ca21chrR_C_albicans_SC5314:1335196,8925,
MAY154.GT,Ca21chr6_C_albicans_SC5314,923531,Ca21chr6_C_albicans_SC5314:923531,8938,
MAY154.GT,Ca21chr1_C_albicans_SC5314,2616475,Ca21chr1_C_albicans_SC5314:2616475,8976,
MAY156.GT,Ca21chr1_C_albicans_SC5314,2616475,Ca21chr1_C_albicans_SC5314:2616475,8976,
MAY158.GT,Ca21chr1_C_albicans_SC5314,2616475,Ca21chr1_C_albicans_SC5314:2616475,8976,
MAY157.GT,Ca21chr1_C_albicans_SC5314,1171924,Ca21chr1_C_albicans_SC5314:1171924,9005,
MAY158.GT,Ca21chr1_C_albicans_SC5314,1171924,Ca21chr1_C_albicans_SC5314:1171924,9005,
MAY158.GT,Ca21chr2_C_albicans_SC5314,1370806,Ca21chr2_C_albicans_SC5314:1370806,9006,
MAY154.GT,Ca21chr1_C_albicans_SC5314,1171924,Ca21chr1_C_albicans_SC5314:1171924,9024,
MAY155.GT,Ca21chr1_C_albicans_SC5314,1171924,Ca21chr1_C_albicans_SC5314:1171924,9024,
MAY156.GT,Ca21chr1_C_albicans_SC5314,1171924,Ca21chr1_C_albicans_SC5314:1171924,9024,
MAY154.GT,Ca21chr6_C_albicans_SC5314,934670,Ca21chr6_C_albicans_SC5314:934670,9065,
MAY155.GT,Ca21chr6_C_albicans_SC5314,934670,Ca21chr6_C_albicans_SC5314:934670,9065,
MAY156.GT,Ca21chr6_C_albicans_SC5314,934670,Ca21chr6_C_albicans_SC5314:934670,9065,
MAY157.GT,Ca21chr6_C_albicans_SC5314,934670,Ca21chr6_C_albicans_SC5314:934670,9065,
MAY158.GT,Ca21chr6_C_albicans_SC5314,934670,Ca21chr6_C_albicans_SC5314:934670,9065,
MAY154.GT,Ca21chr3_C_albicans_SC5314,982100,Ca21chr3_C_albicans_SC5314:982100,9279,
MAY158.GT,Ca21chr7_C_albicans_SC5314,74995,Ca21chr7_C_albicans_SC5314:74995,9302,
MAY156.GT,Ca21chrR_C_albicans_SC5314,606593,Ca21chrR_C_albicans_SC5314:606593,9321,
MAY157.GT,Ca21chr1_C_albicans_SC5314,3180624,Ca21chr1_C_albicans_SC5314:3180624,9376,
MAY154.GT,Ca21chr1_C_albicans_SC5314,1253780,Ca21chr1_C_albicans_SC5314:1253780,9399,
MAY158.GT,Ca21chr5_C_albicans_SC5314,507144,Ca21chr5_C_albicans_SC5314:507144,9410,
MAY154.GT,Ca21chr1_C_albicans_SC5314,2776099,Ca21chr1_C_albicans_SC5314:2776099,9421,
MAY155.GT,Ca21chr1_C_albicans_SC5314,2776099,Ca21chr1_C_albicans_SC5314:2776099,9548,
MAY156.GT,Ca21chr1_C_albicans_SC5314,2776099,Ca21chr1_C_albicans_SC5314:2776099,9548,
MAY154.GT,Ca21chr2_C_albicans_SC5314,1370806,Ca21chr2_C_albicans_SC5314:1370806,9705,
MAY158.GT,Ca21chr7_C_albicans_SC5314,170385,Ca21chr7_C_albicans_SC5314:170385,9705,
MAY158.GT,Ca21chr3_C_albicans_SC5314,13242,Ca21chr3_C_albicans_SC5314:13242,9728,
MAY157.GT,Ca21chr1_C_albicans_SC5314,2616475,Ca21chr1_C_albicans_SC5314:2616475,9735,
MAY158.GT,Ca21chr5_C_albicans_SC5314,497407,Ca21chr5_C_albicans_SC5314:497407,9737,
MAY154.GT,Ca21chr6_C_albicans_SC5314,189474,Ca21chr6_C_albicans_SC5314:189474,9865,
MAY156.GT,Ca21chr6_C_albicans_SC5314,189474,Ca21chr6_C_albicans_SC5314:189474,9865,
MAY157.GT,Ca21chr3_C_albicans_SC5314,511491,Ca21chr3_C_albicans_SC5314:511491,9968,
MAY158.GT,Ca21chr2_C_albicans_SC5314,1381562,Ca21chr2_C_albicans_SC5314:1381562,9971,
MAY154.GT,Ca21chrR_C_albicans_SC5314,549618,Ca21chrR_C_albicans_SC5314:549618,10062,
MAY156.GT,Ca21chrR_C_albicans_SC5314,549618,Ca21chrR_C_albicans_SC5314:549618,10062,
MAY154.GT,Ca21chrR_C_albicans_SC5314,1469887,Ca21chrR_C_albicans_SC5314:1469887,10305,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1469887,Ca21chrR_C_albicans_SC5314:1469887,10305,
MAY157.GT,Ca21chrR_C_albicans_SC5314,1469887,Ca21chrR_C_albicans_SC5314:1469887,10305,
MAY154.GT,Ca21chr3_C_albicans_SC5314,761280,Ca21chr3_C_albicans_SC5314:761280,10453,
MAY155.GT,Ca21chr3_C_albicans_SC5314,761280,Ca21chr3_C_albicans_SC5314:761280,10453,
MAY156.GT,Ca21chr3_C_albicans_SC5314,761280,Ca21chr3_C_albicans_SC5314:761280,10453,
MAY156.GT,Ca21chr7_C_albicans_SC5314,186087,Ca21chr7_C_albicans_SC5314:186087,10552,
MAY155.GT,Ca21chr6_C_albicans_SC5314,906754,Ca21chr6_C_albicans_SC5314:906754,10569,
MAY157.GT,Ca21chr6_C_albicans_SC5314,906754,Ca21chr6_C_albicans_SC5314:906754,10569,
MAY157.GT,Ca21chr7_C_albicans_SC5314,522732,Ca21chr7_C_albicans_SC5314:522732,10755,
MAY157.GT,Ca21chr3_C_albicans_SC5314,1207888,Ca21chr3_C_albicans_SC5314:1207888,10816,
MAY156.GT,Ca21chrR_C_albicans_SC5314,1137612,Ca21chrR_C_albicans_SC5314:1137612,10843,
MAY158.GT,Ca21chr1_C_albicans_SC5314,1057390,Ca21chr1_C_albicans_SC5314:1057390,10902,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1748664,Ca21chrR_C_albicans_SC5314:1748664,10936,
MAY158.GT,Ca21chrR_C_albicans_SC5314,1748664,Ca21chrR_C_albicans_SC5314:1748664,10936,
MAY155.GT,Ca21chr6_C_albicans_SC5314,190552,Ca21chr6_C_albicans_SC5314:190552,10943,
MAY157.GT,Ca21chrR_C_albicans_SC5314,1840820,Ca21chrR_C_albicans_SC5314:1840820,11044,
MAY157.GT,Ca21chr6_C_albicans_SC5314,190675,Ca21chr6_C_albicans_SC5314:190675,11066,
MAY154.GT,Ca21chr1_C_albicans_SC5314,1161996,Ca21chr1_C_albicans_SC5314:1161996,11077,
MAY157.GT,Ca21chr1_C_albicans_SC5314,1161996,Ca21chr1_C_albicans_SC5314:1161996,11077,
MAY154.GT,Ca21chr6_C_albicans_SC5314,996349,Ca21chr6_C_albicans_SC5314:996349,11184,
MAY158.GT,Ca21chr4_C_albicans_SC5314,783593,Ca21chr4_C_albicans_SC5314:783593,11198,
MAY154.GT,Ca21chr3_C_albicans_SC5314,567852,Ca21chr3_C_albicans_SC5314:567852,11214,
MAY155.GT,Ca21chr3_C_albicans_SC5314,567852,Ca21chr3_C_albicans_SC5314:567852,11214,
MAY156.GT,Ca21chr3_C_albicans_SC5314,567852,Ca21chr3_C_albicans_SC5314:567852,11214,
MAY158.GT,Ca21chr4_C_albicans_SC5314,745998,Ca21chr4_C_albicans_SC5314:745998,11248,
MAY158.GT,Ca21chrR_C_albicans_SC5314,1380928,Ca21chrR_C_albicans_SC5314:1380928,11320,
MAY155.GT,Ca21chrR_C_albicans_SC5314,2056435,Ca21chrR_C_albicans_SC5314:2056435,11377,
MAY154.GT,Ca21chrR_C_albicans_SC5314,1321801,Ca21chrR_C_albicans_SC5314:1321801,11485,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1321801,Ca21chrR_C_albicans_SC5314:1321801,11485,
MAY155.GT,Ca21chr1_C_albicans_SC5314,1057979,Ca21chr1_C_albicans_SC5314:1057979,11491,
MAY157.GT,Ca21chr1_C_albicans_SC5314,1057979,Ca21chr1_C_albicans_SC5314:1057979,11491,
MAY156.GT,Ca21chrR_C_albicans_SC5314,1321801,Ca21chrR_C_albicans_SC5314:1321801,11515,
MAY158.GT,Ca21chrR_C_albicans_SC5314,1321801,Ca21chrR_C_albicans_SC5314:1321801,11515,
MAY156.GT,Ca21chr1_C_albicans_SC5314,3024756,Ca21chr1_C_albicans_SC5314:3024756,11623,
MAY155.GT,Ca21chr7_C_albicans_SC5314,299897,Ca21chr7_C_albicans_SC5314:299897,11648,
MAY157.GT,Ca21chr7_C_albicans_SC5314,299897,Ca21chr7_C_albicans_SC5314:299897,11648,
MAY154.GT,Ca21chr1_C_albicans_SC5314,3024756,Ca21chr1_C_albicans_SC5314:3024756,11695,
MAY158.GT,Ca21chr1_C_albicans_SC5314,3024756,Ca21chr1_C_albicans_SC5314:3024756,11695,
MAY157.GT,Ca21chr5_C_albicans_SC5314,404415,Ca21chr5_C_albicans_SC5314:404415,11763,
MAY154.GT,Ca21chr7_C_albicans_SC5314,172445,Ca21chr7_C_albicans_SC5314:172445,11765,
MAY155.GT,Ca21chrR_C_albicans_SC5314,19008,Ca21chrR_C_albicans_SC5314:19008,11818,
MAY157.GT,Ca21chrR_C_albicans_SC5314,1431560,Ca21chrR_C_albicans_SC5314:1431560,12046,
MAY158.GT,Ca21chr4_C_albicans_SC5314,705614,Ca21chr4_C_albicans_SC5314:705614,12049,
MAY154.GT,Ca21chr1_C_albicans_SC5314,833144,Ca21chr1_C_albicans_SC5314:833144,12187,
MAY154.GT,Ca21chrR_C_albicans_SC5314,2010875,Ca21chrR_C_albicans_SC5314:2010875,12240,
MAY154.GT,Ca21chr7_C_albicans_SC5314,277728,Ca21chr7_C_albicans_SC5314:277728,12294,
MAY154.GT,Ca21chrR_C_albicans_SC5314,573285,Ca21chrR_C_albicans_SC5314:573285,12455,
MAY158.GT,Ca21chrR_C_albicans_SC5314,573285,Ca21chrR_C_albicans_SC5314:573285,12455,
MAY155.GT,Ca21chrR_C_albicans_SC5314,552196,Ca21chrR_C_albicans_SC5314:552196,12640,
MAY158.GT,Ca21chrR_C_albicans_SC5314,552196,Ca21chrR_C_albicans_SC5314:552196,12640,
MAY156.GT,Ca21chr7_C_albicans_SC5314,173663,Ca21chr7_C_albicans_SC5314:173663,12983,
MAY156.GT,Ca21chr2_C_albicans_SC5314,883016,Ca21chr2_C_albicans_SC5314:883016,13030,
MAY154.GT,Ca21chrR_C_albicans_SC5314,626761,Ca21chrR_C_albicans_SC5314:626761,13041,
MAY155.GT,Ca21chrR_C_albicans_SC5314,626761,Ca21chrR_C_albicans_SC5314:626761,13041,
MAY156.GT,Ca21chrR_C_albicans_SC5314,626761,Ca21chrR_C_albicans_SC5314:626761,13041,
MAY154.GT,Ca21chr6_C_albicans_SC5314,838702,Ca21chr6_C_albicans_SC5314:838702,13149,
MAY154.GT,Ca21chr1_C_albicans_SC5314,3044081,Ca21chr1_C_albicans_SC5314:3044081,13171,
MAY158.GT,Ca21chr1_C_albicans_SC5314,3044081,Ca21chr1_C_albicans_SC5314:3044081,13171,
MAY154.GT,Ca21chr3_C_albicans_SC5314,206139,Ca21chr3_C_albicans_SC5314:206139,13260,
MAY155.GT,Ca21chr3_C_albicans_SC5314,206139,Ca21chr3_C_albicans_SC5314:206139,13260,
MAY156.GT,Ca21chr3_C_albicans_SC5314,206139,Ca21chr3_C_albicans_SC5314:206139,13260,
MAY157.GT,Ca21chr3_C_albicans_SC5314,206139,Ca21chr3_C_albicans_SC5314:206139,13260,
MAY157.GT,Ca21chr6_C_albicans_SC5314,207249,Ca21chr6_C_albicans_SC5314:207249,13288,
MAY157.GT,Ca21chrR_C_albicans_SC5314,549391,Ca21chrR_C_albicans_SC5314:549391,13350,
MAY158.GT,Ca21chr4_C_albicans_SC5314,1426275,Ca21chr4_C_albicans_SC5314:1426275,13403,
MAY156.GT,Ca21chrR_C_albicans_SC5314,2041820,Ca21chrR_C_albicans_SC5314:2041820,13530,
MAY154.GT,Ca21chrR_C_albicans_SC5314,1137612,Ca21chrR_C_albicans_SC5314:1137612,13654,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1137612,Ca21chrR_C_albicans_SC5314:1137612,13654,
MAY154.GT,Ca21chrR_C_albicans_SC5314,1997066,Ca21chrR_C_albicans_SC5314:1997066,13719,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1997066,Ca21chrR_C_albicans_SC5314:1997066,13735,
MAY158.GT,Ca21chr5_C_albicans_SC5314,721718,Ca21chr5_C_albicans_SC5314:721718,13819,
MAY158.GT,Ca21chr1_C_albicans_SC5314,1077230,Ca21chr1_C_albicans_SC5314:1077230,14008,
MAY154.GT,Ca21chr7_C_albicans_SC5314,186541,Ca21chr7_C_albicans_SC5314:186541,14054,
MAY154.GT,Ca21chr1_C_albicans_SC5314,497754,Ca21chr1_C_albicans_SC5314:497754,14058,
MAY154.GT,Ca21chr2_C_albicans_SC5314,1316401,Ca21chr2_C_albicans_SC5314:1316401,14404,
MAY155.GT,Ca21chr7_C_albicans_SC5314,160190,Ca21chr7_C_albicans_SC5314:160190,14439,
MAY156.GT,Ca21chr7_C_albicans_SC5314,160190,Ca21chr7_C_albicans_SC5314:160190,14439,
MAY157.GT,Ca21chr7_C_albicans_SC5314,160190,Ca21chr7_C_albicans_SC5314:160190,14439,
MAY154.GT,Ca21chrR_C_albicans_SC5314,641580,Ca21chrR_C_albicans_SC5314:641580,14586,
MAY158.GT,Ca21chr7_C_albicans_SC5314,186087,Ca21chr7_C_albicans_SC5314:186087,14830,
MAY154.GT,Ca21chr1_C_albicans_SC5314,1333393,Ca21chr1_C_albicans_SC5314:1333393,14877,
MAY155.GT,Ca21chr1_C_albicans_SC5314,1333393,Ca21chr1_C_albicans_SC5314:1333393,14877,
MAY156.GT,Ca21chr1_C_albicans_SC5314,1333393,Ca21chr1_C_albicans_SC5314:1333393,14877,
MAY158.GT,Ca21chr1_C_albicans_SC5314,1333393,Ca21chr1_C_albicans_SC5314:1333393,14877,
MAY158.GT,Ca21chr7_C_albicans_SC5314,837865,Ca21chr7_C_albicans_SC5314:837865,14878,
MAY157.GT,Ca21chr3_C_albicans_SC5314,1657587,Ca21chr3_C_albicans_SC5314:1657587,14966,
MAY157.GT,Ca21chr1_C_albicans_SC5314,1986676,Ca21chr1_C_albicans_SC5314:1986676,14978,
MAY154.GT,Ca21chrR_C_albicans_SC5314,612288,Ca21chrR_C_albicans_SC5314:612288,15016,
MAY154.GT,Ca21chr1_C_albicans_SC5314,2626311,Ca21chr1_C_albicans_SC5314:2626311,15088,
MAY155.GT,Ca21chr1_C_albicans_SC5314,2626311,Ca21chr1_C_albicans_SC5314:2626311,15088,
MAY156.GT,Ca21chr1_C_albicans_SC5314,2626311,Ca21chr1_C_albicans_SC5314:2626311,15088,
MAY157.GT,Ca21chr1_C_albicans_SC5314,2626311,Ca21chr1_C_albicans_SC5314:2626311,15088,
MAY158.GT,Ca21chr1_C_albicans_SC5314,2626311,Ca21chr1_C_albicans_SC5314:2626311,15088,
MAY155.GT,Ca21chr7_C_albicans_SC5314,315759,Ca21chr7_C_albicans_SC5314:315759,15182,
MAY156.GT,Ca21chr7_C_albicans_SC5314,315759,Ca21chr7_C_albicans_SC5314:315759,15182,
MAY155.GT,Ca21chr6_C_albicans_SC5314,586620,Ca21chr6_C_albicans_SC5314:586620,15260,
MAY154.GT,Ca21chr7_C_albicans_SC5314,619985,Ca21chr7_C_albicans_SC5314:619985,15365,
MAY155.GT,Ca21chr7_C_albicans_SC5314,619985,Ca21chr7_C_albicans_SC5314:619985,15365,
MAY156.GT,Ca21chr7_C_albicans_SC5314,619985,Ca21chr7_C_albicans_SC5314:619985,15365,
MAY158.GT,Ca21chr7_C_albicans_SC5314,619985,Ca21chr7_C_albicans_SC5314:619985,15365,
MAY155.GT,Ca21chr2_C_albicans_SC5314,949122,Ca21chr2_C_albicans_SC5314:949122,15421,
MAY157.GT,Ca21chr1_C_albicans_SC5314,836398,Ca21chr1_C_albicans_SC5314:836398,15441,
MAY154.GT,Ca21chr6_C_albicans_SC5314,586870,Ca21chr6_C_albicans_SC5314:586870,15510,
MAY157.GT,Ca21chrR_C_albicans_SC5314,1082685,Ca21chrR_C_albicans_SC5314:1082685,15527,
MAY154.GT,Ca21chr1_C_albicans_SC5314,1651248,Ca21chr1_C_albicans_SC5314:1651248,15566,
MAY154.GT,Ca21chr1_C_albicans_SC5314,2760453,Ca21chr1_C_albicans_SC5314:2760453,15646,
MAY155.GT,Ca21chr1_C_albicans_SC5314,2760453,Ca21chr1_C_albicans_SC5314:2760453,15646,
MAY158.GT,Ca21chr6_C_albicans_SC5314,183927,Ca21chr6_C_albicans_SC5314:183927,15656,
MAY154.GT,Ca21chr1_C_albicans_SC5314,2803898,Ca21chr1_C_albicans_SC5314:2803898,15681,
MAY156.GT,Ca21chr1_C_albicans_SC5314,2803898,Ca21chr1_C_albicans_SC5314:2803898,15681,
MAY157.GT,Ca21chr2_C_albicans_SC5314,900030,Ca21chr2_C_albicans_SC5314:900030,15773,
MAY158.GT,Ca21chr1_C_albicans_SC5314,1642889,Ca21chr1_C_albicans_SC5314:1642889,15782,
MAY154.GT,Ca21chrR_C_albicans_SC5314,589818,Ca21chrR_C_albicans_SC5314:589818,15892,
MAY157.GT,Ca21chrR_C_albicans_SC5314,589818,Ca21chrR_C_albicans_SC5314:589818,15892,
MAY158.GT,Ca21chrR_C_albicans_SC5314,589818,Ca21chrR_C_albicans_SC5314:589818,15892,
MAY155.GT,Ca21chr6_C_albicans_SC5314,838702,Ca21chr6_C_albicans_SC5314:838702,16024,
MAY156.GT,Ca21chr6_C_albicans_SC5314,838702,Ca21chr6_C_albicans_SC5314:838702,16024,
MAY158.GT,Ca21chr6_C_albicans_SC5314,838702,Ca21chr6_C_albicans_SC5314:838702,16024,
MAY157.GT,Ca21chr4_C_albicans_SC5314,172481,Ca21chr4_C_albicans_SC5314:172481,16048,
MAY158.GT,Ca21chr4_C_albicans_SC5314,172481,Ca21chr4_C_albicans_SC5314:172481,16048,
MAY154.GT,Ca21chrR_C_albicans_SC5314,1459552,Ca21chrR_C_albicans_SC5314:1459552,16086,
